globalName,vietnameseName,value
"Statue of Her Excellency, the Almighty Narukami Ogosho, God of Thunder: 373341",Tượng Đại Nhân Narukami Ogosho: 373341,373341
Mt. Yougou Night Walk Red Kitsune Doll: 373342,Búp Bê Xích Hồ Núi Yougou: 373342,373342
Tanuki Hugs Photo Board: 373343,Bảng Chụp Ảnh Tanuki Ôm Ấp: 373343,373343
"""Kitsune Guuji"" Exclusive Painted Flag Banner: 373344","Cờ Tranh ""Guuji Hồ Ly"" Giới Hạn: 373344",373344
"""The Five Kasen"" Nishiki-e: 373345","Bình Phong ""Ngũ Ca Tiên"": 373345",373345
Pear Orchard Screen: 373346,Bình Phong Đoàn Kịch - Lên Đài: 373346,373346
Pear Orchard Screen: 373347,Bình Phong Đoàn Kịch - Xuống Đài: 373347,373347
Storm Braver: 373348,Linh Hồn Xuyên Dông Bão: 373348,373348
Fabled Emperor Onikabuto: 373349,Vua Onikabuto Trong Truyền Thuyết: 373349,373349
Dodoco's Travel Bag: 373350,Hành Trang Lên Đường Của Dodoco: 373350,373350
Dodoco's Dodo Stove: 373351,Lò Dodo Của Dodoco: 373351,373351
Dodoco's Beach Nap: 373352,Giấc Ngủ Trên Bãi Biển Của Dodoco: 373352,373352
Dodoco's Collection Cupboard: 373353,Tủ Sưu Tầm Của Dodoco: 373353,373353
Dodoco's Sunshade Umbrella: 373354,Chiếc Ô Mát Mẻ Của Dodoco: 373354,373354
Fisherman's Craftsmanship: 373355,Tay Nghề Khéo Léo Của Ngư Dân: 373355,373355
The Essentials: 373356,Vật Không Thể Thiếu: 373356,373356
The Eremites' Flame of Vigor: 373357,Ngọn Lửa Uy Nghi Của Lữ Đoàn: 373357,373357
Embodiment of Warfare: 373358,Hiện Thân Của Công Kích: 373358,373358
Steel Stopper: 373359,Trụ Sắt Chặn Đường: 373359,373359
The Eremites' Odyssey: 373360,Cuộc Chinh Phục Của Lữ Đoàn: 373360,373360
The Eremites' Fame: 373361,Thanh Danh Lữ Đoàn: 373361,373361
An Elegant Voice: 373362,Chất Giọng Tao Nhã: 373362,373362
A Mellow Voice: 373363,Âm Thanh Êm Dịu: 373363,373363
Karmaphala Three-Ply Noticeboard: 373364,Bảng Quảng Cáo Karmaphala Ba Mặt: 373364,373364
Tea-Break Shade: 373365,Bóng Râm Thưởng Trà: 373365,373365
Propitious Screen: 373366,Bình Phong Cát Tường - Núi Mù Sương: 373366,373366
Propitious Screen: 373367,Bình Phong Cát Tường - Tung Cánh Sóng Xanh: 373367,373367
Propitious Screen: 373368,Bình Phong Cát Tường - Nhạc Đưa Lá Trúc: 373368,373368
Propitious Screen: 373369,Bình Phong Cát Tường - Khúc Xưa Vang Vọng: 373369,373369
Propitious Screen: 373370,Bình Phong Cát Tường - Mây Mù Bủa Vây: 373370,373370
Propitious Screen: 373371,Bình Phong Cát Tường - Giai Điệu Ngân Xa: 373371,373371
"""Trumpet and Firewood"": 373372",Tù Và Với Củi Đốt: 373372,373372
Prototype Aranara: 373373,Aranara Nguyên Mẫu: 373373,373373
Wrought Iron Carved Street Light: 373401,Đèn Đường Khắc Hoa: 373401,373401
Pine Street Light: 373402,Đèn Đường Ngoại Ô: 373402,373402
Evil-Repelling Lantern: 373403,Đèn Đuổi Tà - Soi Sáng Xung Quanh: 373403,373403
Four Corners Lantern: 373404,Đèn Bốn Mặt - Tình Bạn Phương Xa: 373404,373404
Shadow Lamp: 373405,Đèn Sáng Rực - Mặc Ảnh: 373405,373405
Stone Lantern: 373406,Đèn Lồng Đá - Ánh Sáng Bất Động: 373406,373406
"""Three Reaches Bright"": 373407",Chiếu Sáng Ba Thước: 373407,373407
"Whitestone ""Meichuu"" Standing Lamp: 373408",Trụ Đèn Đá Trắng: 373408,373408
"Otogi ""Meichuu"" Standing Lamp: 373409",Trụ Đèn Gỗ Otogi: 373409,373409
Five-Lantern Festival Gate: 373410,Cổng Tế Lễ Ngũ Trùng Đăng: 373410,373410
"Yumemiru ""Kuukai"" Street Lamp: 373411","Đèn Đường ""Kuukai"" Gỗ Mơ Mộng: 373411",373411
"Yumemiru ""Juunen"" Street Lamp: 373412","Đèn Đường ""Juunen"" Gỗ Mơ Mộng: 373412",373412
White Fish Tallow Candle: 373413,"Nến Dầu Cá - ""Ánh Sáng"": 373413",373413
Otogi Countryside Street Lamp: 373414,Đèn Đường Otogi - Ngoại Thành: 373414,373414
Simple Otogi Street Lamp: 373415,Đèn Đường Otogi - Đơn Giản: 373415,373415
"Aralia ""Renzou"" Street Lamp: 373416","Đèn Đường ""Renzou"" Gỗ Khổng Tước: 373416",373416
Sub-Space Waypoint: 373501,Điểm Dịch Chuyển Bên Ngoài: 373501,373501
Pool of Sapphire Grace: 373601,Hồ Linh Vân: 373601,373601
Shaded Clarity: 373602,"""Sóng Nước Du Ảnh"": 373602",373602
Flower Stand: 373701,Kệ Cổ Điển: 373701,373701
Flower Stand: 373702,Kệ Mộng Mơ: 373702,373702
Flower Stand: 373703,Kệ Tao Nhã: 373703,373703
Orange Sakura Kurotobi Flower Vessel: 373711,Bình Hoa Diều Hâu Đen Anh Đào Cam: 373711,373711
Gold-Patterned Butterfly Wings Flower Vessel: 373712,Bình Hoa Cánh Bướm Vàng: 373712,373712
Mountain Silhouettes Flower Vessel: 373713,Bình Hoa Bóng Núi: 373713,373713
Dawn Kogecha Flower Vessel: 373714,Bình Hoa Trà Xám: 373714,373714
Spring Dew Star Hibiscus: 373801,Sao Hibiscus - Sương Xuân: 373801,373801
Autumn Star Hibiscus: 373802,Sao Hibiscus - Chớm Thu: 373802,373802
Violet Silk Star Hibiscus: 373803,Sao Hibiscus - Gấm Tím: 373803,373803
Fluorescent Pearbell: 373804,Chuông Hải Đường - Lập Lòe: 373804,373804
Sandbank Lotus Pearbell: 373805,Chuông Hải Đường - Sen Hồ: 373805,373805
Greenhat Pearbell: 373806,Chuông Hải Đường - Trúc Xanh: 373806,373806
Dawnrouge Silkpod: 373807,Quả Gấm - Rạng Đông: 373807,373807
Twilight Silkpod: 373808,Quả Gấm - Mây Trôi: 373808,373808
Noontide Silkpod: 373809,Quả Gấm - Ban Trưa: 373809,373809
[CHS] - （test）家园花10: 373810,[CHS] - （test）家园花10: 373810,373810
[CHS] - （test）家园花11: 373811,[CHS] - （test）家园花11: 373811,373811
[CHS] - （test）家园花12: 373812,[CHS] - （test）家园花12: 373812,373812
[CHS] - （test）家园花13: 373813,[CHS] - （test）家园花13: 373813,373813
[CHS] - （test）家园花14: 373814,[CHS] - （test）家园花14: 373814,373814
[CHS] - （test）家园花15: 373815,[CHS] - （test）家园花15: 373815,373815
[CHS] - （test）家园花16: 373816,[CHS] - （test）家园花16: 373816,373816
[CHS] - （test）家园花17: 373817,[CHS] - （test）家园花17: 373817,373817
[CHS] - （test）家园花18: 373818,[CHS] - （test）家园花18: 373818,373818
[CHS] - （test）家园花19: 373819,[CHS] - （test）家园花19: 373819,373819
[CHS] - （test）家园花20: 373820,[CHS] - （test）家园花20: 373820,373820
[CHS] - （test）家园花21: 373821,[CHS] - （test）家园花21: 373821,373821
Moonlight on Sand: 373831,Vết Trăng Trên Cát: 373831,373831
Crystal Ripples: 373832,Pha Lê Gợn Sóng: 373832,373832
Wild Laurel: 373833,Hoang Dã Xanh Biếc: 373833,373833
Flourishing Bloom: 373834,Muôn Hoa Rực Rỡ: 373834,373834
Swaying Shion: 373835,Tử Uyển Đung Đưa: 373835,373835
Dewdrop Cabochon: 373836,Giọt Sương Trên Đá: 373836,373836
Verdant Leaves in the Balmy Breeze: 373837,Gió Ấm Và Lá Xanh: 373837,373837
Flowing Melodies and Rainbow Branches: 373838,Vần Điệu Cầu Vồng: 373838,373838
Suzumecha Swirl: 373841,Vòng Xoáy Tước Trà: 373841,373841
Champagne Bloom: 373842,Hương Thoảng Bay Xa: 373842,373842
Fox Ear Tamago: 373843,Hạt Ngọc Tai Cáo: 373843,373843
Lotus in the Rain: 373844,Hoa Sen Trong Mưa: 373844,373844
Water Lily's Dreams: 373845,Giấc Mộng Hoa Sen: 373845,373845
Pale Blush of Brush: 373846,Ngòi Bút Điểm Hồng: 373846,373846
Silhouette of the Wind's Reverie: 373847,Đường Nét Của Gió: 373847,373847
Promise of Blue Skies: 373848,Lời Hứa Giữa Trời Quang: 373848,373848
Sunset Shadows: 373849,Chiếc Bóng Hoàng Hôn: 373849,373849
Mirror of the Sun: 373850,Gương Của Mặt Trời: 373850,373850
Ring of Hearts: 373851,Chiếc Vòng Của Trái Tim: 373851,373851
Plume of Wishes: 373852,Lông Vũ Ước Nguyện: 373852,373852
Arrange Dreamblooms: 373900,"Sắp xếp ""Hoa Mộng Mơ"": 373900",373900
Build a Snowman: 373901,Đắp người tuyết: 373901,373901
Build a Snowman: 373902,Đắp người tuyết: 373902,373902
Build a Snowman: 373903,Đắp người tuyết: 373903,373903
Build a Snowman: 373904,Đắp người tuyết: 373904,373904
Snowman Torso: 374001,Thân Người Tuyết - Ngồi Ngoan: 374001,374001
Snowman Torso: 374002,Thân Người Tuyết - Thỏ Nhảy: 374002,374002
Snowman Torso: 374003,Thân Người Tuyết - Bánh Trứng Cổ Điển: 374003,374003
Snowman Torso: 374004,Thân Người Tuyết - Quyết Đoán: 374004,374004
Snowman Head: 374005,Đầu Người Tuyết - Mèo Kêu Gào: 374005,374005
Snowman Head: 374006,Đầu Người Tuyết - Vui Cười: 374006,374006
Snowman Head: 374007,Đầu Người Tuyết - Hạnh Phúc: 374007,374007
Snowman Head: 374008,Đầu Người Tuyết - Cau Có: 374008,374008
Snowman Hands: 374009,Tay Người Tuyết - Kỵ Sĩ Quét Dọn: 374009,374009
Snowman Hands: 374010,Tay Người Tuyết - Tiện Tay: 374010,374010
Snowman Hands: 374011,Tay Người Tuyết - Găng May Mắn: 374011,374011
Snowman Hands: 374012,Tay Người Tuyết - Quái Vật Vui Vẻ: 374012,374012
Snowman Hat: 374013,Mũ Người Tuyết - Vệ Sĩ Sắt: 374013,374013
Snowman Hat: 374014,Mũ Người Tuyết - Khách Quý: 374014,374014
Snowman Hat: 374015,Mũ Người Tuyết - Đêm Mộng Mơ: 374015,374015
Snowman Hat: 374016,Mũ Người Tuyết - Bảo Vệ Tóc: 374016,374016
Snowman Scarf: 374017,Khăn Người Tuyết - Ấm Áp: 374017,374017
Snowman Scarf: 374018,Khăn Người Tuyết - Diễn Viên: 374018,374018
Snowman Scarf: 374019,Khăn Người Tuyết - Bánh Mứt: 374019,374019
Snowman Scarf: 374020,Khăn Người Tuyết - Đá Bào Móc Câu: 374020,374020
Snowman Eyes: 374021,Mắt Người Tuyết - Trí Tuệ: 374021,374021
Snowman Eyes: 374022,Mắt Người Tuyết - Tầm Bảo: 374022,374022
Snowman Eyes: 374023,Mắt Người Tuyết - Quên Ăn: 374023,374023
Snowman Eyes: 374024,Mắt Người Tuyết - Dừng Tay: 374024,374024
Snowman Nose: 374025,Mũi Người Tuyết - Khoai Tây: 374025,374025
Snowman Nose: 374026,Mũi Người Tuyết - Cà Rốt: 374026,374026
Snowman Nose: 374027,Mũi Người Tuyết - Tiếp Xúc: 374027,374027
Snowman Nose: 374028,Mũi Người Tuyết - Bom Táo: 374028,374028
Wooden Torso: 374031,Thân Màu Gỗ - Ngả Nghiêng: 374031,374031
Wooden Torso: 374032,Thân Màu Gỗ - Ngoan Ngoãn Nghỉ Ngơi: 374032,374032
Wooden Torso: 374033,Thân Màu Gỗ - Grừ Grừ: 374033,374033
Wooden Torso: 374034,Thân Màu Gỗ - Lão Thông Thái: 374034,374034
Pink Torso: 374035,Thân Màu Hoa - Ngả Nghiêng: 374035,374035
Pink Torso: 374036,Thân Màu Hoa - Ngoan Ngoãn Nghỉ Ngơi: 374036,374036
Pink Torso: 374037,Thân Màu Hoa - Grừ Grừ: 374037,374037
Pink Torso: 374038,Thân Màu Hoa - Lão Thông Thái: 374038,374038
Blue Torso: 374039,Thân Màu Nước - Ngả Nghiêng: 374039,374039
Blue Torso: 374040,Thân Màu Nước - Ngoan Ngoãn Nghỉ Ngơi: 374040,374040
Blue Torso: 374041,Thân Màu Nước - Grừ Grừ: 374041,374041
Blue Torso: 374042,Thân Màu Nước - Lão Thông Thái: 374042,374042
Wooden Head: 374051,Đầu Màu Gỗ - Hơ Hơ: 374051,374051
Wooden Head: 374052,Đầu Màu Gỗ - Hi Hi: 374052,374052
Wooden Head: 374053,Đầu Màu Gỗ - Hừ Hừ: 374053,374053
Wooden Head: 374054,Đầu Màu Gỗ - Hu Hu: 374054,374054
Pink Head: 374055,Đầu Màu Hoa - Hơ Hơ: 374055,374055
Pink Head: 374056,Đầu Màu Hoa - Hi Hi: 374056,374056
Pink Head: 374057,Đầu Màu Hoa - Hừ Hừ: 374057,374057
Pink Head: 374058,Đầu Màu Hoa - Hu Hu: 374058,374058
Blue Head: 374059,Đầu Màu Nước - Hơ Hơ: 374059,374059
Blue Head: 374060,Đầu Màu Nước - Hi Hi: 374060,374060
Blue Head: 374061,Đầu Màu Nước - Hừ Hừ: 374061,374061
Blue Head: 374062,Đầu Màu Nước - Hu Hu: 374062,374062
Wood-Carved Eyes: 374071,Mắt Tượng Gỗ - Nghe Nè: 374071,374071
Wood-Carved Eyes: 374072,Mắt Tượng Gỗ - Xin Chào: 374072,374072
Wood-Carved Eyes: 374073,Mắt Tượng Gỗ - Bạn Nói Gì: 374073,374073
Wood-Carved Eyes: 374074,Mắt Tượng Gỗ - Không Phải Chứ: 374074,374074
Wood-Carved Hat: 374081,Nón Tượng Gỗ - Thương Nhân: 374081,374081
Wood-Carved Hat: 374082,Nón Tượng Gỗ - Cư Dân Rừng Rậm: 374082,374082
Wood-Carved Hat: 374083,Nón Tượng Gỗ - Thầy Bói: 374083,374083
Wood-Carved Hat: 374084,Nón Tượng Gỗ - Lười Biếng: 374084,374084
Wood-Carved Hat: 374085,Nón Tượng Gỗ - Đưa Tiễn: 374085,374085
Wood-Carved Cape: 374091,Áo Choàng Tượng Gỗ - Kiểm Lâm: 374091,374091
Wood-Carved Cape: 374092,Áo Choàng Tượng Gỗ - Bác Học: 374092,374092
Wood-Carved Cape: 374093,Áo Choàng Tượng Gỗ - Ca Sĩ: 374093,374093
Weathered Bamboo Fence: 374101,Hàng Rào Trúc Sờn Cũ: 374101,374101
Sturdy Pine Fence: 374102,Hàng Rào Gỗ Thông: 374102,374102
Wooden Hilichurl Fence: 374103,Hàng Rào Gỗ Hilichurl: 374103,374103
Hilichurl Totem Fence: 374104,Hàng Rào Vật Tổ Hilichurl: 374104,374104
Lush Grapevine: 374105,Dây Nho Xanh Ngát: 374105,374105
Newly Grown Grapevines: 374106,Dây Nho Non: 374106,374106
Simple Wooden Fence: 374107,Hàng Rào Gỗ Giản Dị: 374107,374107
Half-Constructed Fence: 374108,Hàng Rào Gần Xong: 374108,374108
The Fruit Farmer's Thrift: 374109,"""Nông Dân Cần Kiệm"": 374109",374109
"""Kyuukou"" Otogi Flower Terrace: 374110","Bồn Hoa Otogi ""Kyuukou"": 374110",374110
"""Sanzai"" Otogi Flower Terrace: 374111","Bồn Hoa Otogi ""Sanzai"": 374111",374111
Smooth Wooden Bench: 374201,Ghế Gỗ Dài: 374201,374201
Smooth Stone Bench: 374202,Ghế Đá Dài: 374202,374202
Googol Chair: 374203,Ghế Googol: 374203,374203
Square Yumemiru Stool: 374204,Ghế Gỗ Mơ Mộng: 374204,374204
"Otogi ""Rakushi"" Square Stool: 374205","Ghế Gỗ Otogi ""Rakushi"": 374205",374205
Chair of Flowing Hues: 374206,Ghế Kỳ Ảo: 374206,374206
Pear Orchard Seat: 374207,Ghế Đoàn Kịch - Tập Hợp Niềm Vui: 374207,374207
Two-Story Hilichurl Sentry Tower: 374301,Tháp Canh Hilichurl Hai Tầng: 374301,374301
Doorless Pine Cupboard: 374302,Tủ Bếp Gỗ Thông: 374302,374302
Heavy Fir Forging Table: 374303,Bệ Đúc Hạng Nặng: 374303,374303
Long Pine Table: 374304,Bàn Dài Rộng Rãi: 374304,374304
Large Stone Mill: 374305,Cối Xay Lớn: 374305,374305
Alchemist's Crafting Bench: 374306,Đài Giả Kim: 374306,374306
Two-Tier Vendor's Booth: 374307,Gian Hàng Đôi - Cao Vời Vợi: 374307,374307
Bamboo Outdoor Tea Table: 374308,Bàn Trà Trúc Lộ Thiên: 374308,374308
Wooden Outdoor Tea Table: 374309,Bàn Trà Gỗ Lộ Thiên: 374309,374309
"""Summer Forest Banquet"": 374310",Tiệc Rừng Mùa Hạ: 374310,374310
Googol Table: 374311,Bàn Googol: 374311,374311
Long Yumemiru Table: 374312,Bàn Dài Mơ Mộng: 374312,374312
"Otogi ""Rakushi"" Square Table: 374313","Bàn Gỗ Otogi ""Rakushi"": 374313",374313
Table of Swirling Shades: 374314,Bàn Kỳ Ảo: 374314,374314
Pear Orchard Seat: 374315,Ghế Đoàn Kịch - Hương Trà Trong Nhạc: 374315,374315
Pear Orchard Accessory: 374316,Phụ Kiện Đoàn Kịch - Tạm Nghe Phân Giải: 374316,374316
Karmaphala Display Table: 374317,Bàn Trưng Bày Bằng Gỗ Karmaphala: 374317,374317
Wine Shop Display Counter: 374401,Tủ Rượu - Uống Cạn Trăm Ly: 374401,374401
Crude Double-Decker Pallet: 374402,Ván 2 Tầng Tránh Sóng: 374402,374402
"""Cradle of Flowers"": 374403",Cội Nguồn Biển Hoa: 374403,374403
"""The Blue Ocean's Treasure"": 374404",Kho Báu Biển Xanh: 374404,374404
Foundations of Stone: 374501,"Nền Đá - ""Tu Tâm Dưỡng Tính"": 374501",374501
Foundations of Stone: 374502,"Nền Đá - ""Mưa Rào Giải Hạn"": 374502",374502
Foundations of Stone: 374503,"Nền Đá - ""Thần Tốc"": 374503",374503
Of Fields Green: 374504,Khu Vườn Xanh Ngát - Con Đường Bánh Quy: 374504,374504
Foundations of Stone: 374505,"Nền Đá - ""Rộng Lớn"": 374505",374505
Favonian Goodies: 374700,Quầy Hàng Từ Thiện Gió Tây Vù Vù: 374700,374700
Shop Frame: 374701,Khung Sạp - Mâm Xôi Đỏ: 374701,374701
Shop Frame: 374702,Khung Sạp - Bồ Công Anh Lục: 374702,374702
Shop Frame: 374703,Khung Sạp - Hồ Rượu Trái Cây Xanh: 374703,374703
Landscape Accessory: 374704,Phụ Kiện Phong Cảnh - Thêm Ngọt Vừa Phải: 374704,374704
Landscape Accessory: 374705,Phụ Kiện Phong Cảnh - Quà Tặng Bất Ngờ: 374705,374705
Landscape Accessory: 374706,Phụ Kiện Phong Cảnh - Hương Thơm Thanh Khiết: 374706,374706
Shop Ornament: 374707,Đồ Trang Trí Sạp - Phong Cách Trực Quan: 374707,374707
Shop Ornament: 374708,Đồ Trang Trí Sạp - Xếp Hàng Có Thứ Tự: 374708,374708
Shop Ornament: 374709,Đồ Trang Trí Sạp - Người Hầu Của Chim: 374709,374709
Shop Ornament: 374710,Đồ Trang Trí Sạp - Một Miếng Là Được: 374710,374710
Shop Ornament: 374711,Đồ Trang Trí Sạp - Một Giỏ Mùi Hương: 374711,374711
Shop Ornament: 374712,Đồ Trang Trí Sạp - Chào Mừng Quý Khách: 374712,374712
Storefront Furnishing: 374713,Đồ Trang Trí Trước Sạp - Mời Thưởng Thức Bữa Ăn: 374713,374713
Storefront Furnishing: 374714,Đồ Trang Trí Trước Sạp - Ưu Đãi Đặc Biệt: 374714,374714
Storefront Furnishing: 374715,Đồ Trang Trí Trước Sạp - Hương Thơm Mạnh Mẽ: 374715,374715
Mondstadt Mansion: 375101,Nhà Mondstadt - Trang Viên Hướng Gió: 375101,375101
Inazuman Walled House: 375103,Biệt Phủ Inazuma - Dinh Tao Nhã: 375103,375103
Sumeru Mansion: 375104,Dinh Thự Sumeru - Tịnh Tâm Suy Nghĩ: 375104,375104
Leisure Device: 376101,Cơ Quan Giải Trí - Nhịp Xung Kích: 376101,376101
Activation Panel: 376102,"""Bàn Vẽ Khởi Động"": 376102",376102
Destination Ring: 376103,"""Vòng Sáng Điểm Cuối"": 376103",376103
Speedy Rhythm: 376111,Nhịp Điệu Thần Tốc - Mầm Xanh: 376111,376111
Scoreboard: 376112,"""Giá Đèn Tính Điểm - Mầm Xanh"": 376112",376112
Flash Step: 376113,"""Ván Đạp Nhấp Nháy - Mầm Xanh"": 376113",376113
Speedy Rhythm: 376121,"""Nhịp Điệu Thần Tốc - Lam Ngọc"": 376121",376121
Scoreboard: 376122,"""Giá Đèn Tính Điểm - Lam Ngọc"": 376122",376122
Flash Step: 376123,"""Ván Đạp Nhấp Nháy - Lam Ngọc"": 376123",376123
Speedy Rhythm: 376131,"""Nhịp Điệu Thần Tốc - Sừng Hươu"": 376131",376131
Scoreboard: 376132,"""Giá Đèn Tính Điểm - Sừng Hươu"": 376132",376132
Flash Step: 376133,"""Ván Đạp Nhấp Nháy - Sừng Hươu"": 376133",376133
Speedy Rhythm: 376141,"""Nhịp Điệu Thần Tốc - Cẩm Quỳ"": 376141",376141
Scoreboard: 376142,"""Giá Đèn Tính Điểm - Cẩm Quỳ"": 376142",376142
Flash Step: 376143,"""Ván Đạp Nhấp Nháy - Cẩm Quỳ"": 376143",376143
Leisure Device: 376151,Cơ Quan Giải Trí - Xạ Thủ Cừ Khôi: 376151,376151
Activation Plate: 376152,Bia Gỗ Khởi Động: 376152,376152
Target Range I: 376153,Khu Vực Bia Bắn 1: 376153,376153
Target Range II: 376154,Khu Vực Bia Bắn 2: 376154,376154
Leisure Device: 376161,Cơ Quan Giải Trí - Động Lực Tối Đa: 376161,376161
Practice Plaque: 376162,Bia Gỗ Luyện Tập: 376162,376162
Practice Stake: 376163,Cột Gỗ Luyện Tập: 376163,376163
Practice Stake: 376164,Cột Gỗ Luyện Tập: 376164,376164
Practice Stake: 376165,Cột Gỗ Luyện Tập: 376165,376165
Practice Stake: 376166,Cột Gỗ Luyện Tập: 376166,376166
Practice Stake: 376167,Cột Gỗ Luyện Tập: 376167,376167
Practice Stake: 376168,Cột Gỗ Luyện Tập: 376168,376168
Leisure Device: 376171,Cơ Quan Giải Trí - Mơ Mơ Hồ Hồ: 376171,376171
Seeker's Board: 376172,Bia Gỗ Tìm Vật: 376172,376172
Confuzzled Tubbers: 376173,Tròn Tròn Bối Rối: 376173,376173
Confuzzled Tubbers: 376174,Tròn Tròn Bối Rối: 376174,376174
Confuzzled Tubbers: 376175,Tròn Tròn Bối Rối: 376175,376175
Confuzzled Tubbers: 376176,Tròn Tròn Bối Rối: 376176,376176
Confuzzled Tubbers: 376177,Tròn Tròn Bối Rối: 376177,376177
Confuzzled Tubbers: 376178,Tròn Tròn Bối Rối: 376178,376178
Confuzzled Tubbers: 376179,Tròn Tròn Bối Rối: 376179,376179
Confuzzled Tubbers: 376180,Tròn Tròn Bối Rối: 376180,376180
Confuzzled Tubbers: 376181,Tròn Tròn Bối Rối: 376181,376181
Confuzzled Tubbers: 376182,Tròn Tròn Bối Rối: 376182,376182
Confuzzled Tubbers: 376183,Tròn Tròn Bối Rối: 376183,376183
Confuzzled Tubbers: 376184,Tròn Tròn Bối Rối: 376184,376184
Set Furnishings: 377101,Nội Thất Theo Bộ: 377101,377101
Medaka: 379001,Cá Khổng Tước: 379001,379001
Glaze Medaka: 379002,Cá Khổng Tước Lưu Ly: 379002,379002
Sweet-Flower Medaka: 379003,Cá Khổng Tước Ngọt: 379003,379003
Aizen Medaka: 379004,Cá Khổng Tước Lam: 379004,379004
Dawncatcher: 379005,Cá Bình Minh: 379005,379005
Crystalfish: 379006,Cá Pha Lê: 379006,379006
Lunged Stickleback: 379007,Cá Thân Gai: 379007,379007
Betta: 379008,Cá Gai Đấu Sĩ: 379008,379008
Venomspine Fish: 379009,Cá Gai Độc: 379009,379009
Akai Maou: 379010,Xích Ma Vương: 379010,379010
Snowstrider: 379011,Tuyết Quân Tử: 379011,379011
Golden Koi: 379012,Cá Rồng Xích Kim: 379012,379012
Rusty Koi: 379013,Cá Rồng Thép: 379013,379013
Brown Shirakodai: 379014,Cá Bướm Vân Đất: 379014,379014
Purple Shirakodai: 379015,Cá Bướm Vân Tím: 379015,379015
Tea-Colored Shirakodai: 379016,Cá Bướm Vân Trà: 379016,379016
Abiding Angelfish: 379017,Trường Sinh Tiên: 379017,379017
Raimei Angelfish: 379018,Lôi Minh Tiên: 379018,379018
Moonfin: 379019,Cá Ánh Trăng: 379019,379019
Pufferfish: 379020,Cá Pháo: 379020,379020
Bitter Pufferfish: 379021,Cá Pháo Cay Đắng: 379021,379021
Divda Ray: 379022,Cá Đuối Divda: 379022,379022
Formalo Ray: 379023,Cá Đuối Formalo: 379023,379023
True Fruit Angler: 379024,Cá Nóc Trái Cây: 379024,379024
Peach of the Deep Waves: 379025,Cá Nóc Trái Đào: 379025,379025
Sandstorm Angler: 379026,Cá Nóc Bão Cát: 379026,379026
Sunset Cloud Angler: 379027,Cá Nóc Mây Mù: 379027,379027
Lazurite Axe Marlin: 379028,Cá Rìu Lam Ngọc: 379028,379028
Halcyon Jade Axe Marlin: 379029,Cá Rìu Bích Ngọc: 379029,379029
Timber Wall With Jade Eaves: 380101,Tường Cao Mặt Ngọc: 380101,380101
Dark Wood Arch Wall: 380102,Tường Vòm Gỗ Sẫm Màu: 380102,380102
Maple Wood Vaulted Wall: 380103,Tường Vòm Gỗ Phong: 380103,380103
Simple Brightwood Carved Wall: 380104,Tường Điêu Khắc Gỗ Sáng: 380104,380104
Traditional Cedar Flooring: 380201,Sàn Gỗ Thùy Hương Truyền Thống: 380201,380201
Colorful Checkered Tile: 380202,Gạch Lát Nền Ca Rô: 380202,380202
Brown Maple Flooring: 380203,Nền Gỗ Phong Nâu: 380203,380203
Dark Brightwood Flooring: 380204,Nền Hoa Văn Gỗ Sáng: 380204,380204
Checkered Cedar Ceiling: 380301,Trần Caro Gỗ Thùy Hương: 380301,380301
Dark Checkered Ceiling: 380302,Trần Caro Hoa Văn Tối Màu: 380302,380302
Maple Wood Square Ceiling: 380303,Trần Caro Gỗ Phong: 380303,380303
Brightwood Chiseled Ceiling: 380304,Trần Nhà Điêu Khắc Gỗ Sáng: 380304,380304
Two-Tier Candle Chandelier: 380401,Đèn Chùm Giá Nến 2 Tầng: 380401,380401
Eight-Sided Lantern: 380402,Đèn Lồng Bát Giác - May Mắn: 380402,380402
Six-Sided Lantern: 380403,Đèn Lồng Lục Giác - Hòa Khí: 380403,380403
"""Night of the Party Pumpkins"": 380404",Lễ Hội Ma Bí Ngô: 380404,380404
Embroidered Lantern: 380405,Đèn Hoa Gấm - Phi Các Lưu Đan: 380405,380405
Tasseled Lantern: 380406,Đèn Hoa Anh Đào - Gấm Hoa: 380406,380406
Teahouse Candlestand: 380407,Giá Cắm Nến Phòng Trà - Ngọn Lửa Tẻ Nhạt: 380407,380407
Teahouse Lamp: 380408,Đèn Phòng Trà - Che Giấu Ánh Sáng: 380408,380408
Maple Wood Lamp: 380409,Đèn Gỗ Phong - Hương Đêm Bay Xa: 380409,380409
Maple Wood Floor Lamp: 380410,Đèn Sàn Gỗ Phong - Sáng Tỏ: 380410,380410
Court Lantern: 380411,Đèn Lồng Ngự Điện - Sấm Sét Quay Cuồng: 380411,380411
Court Lantern: 380412,Đèn Lồng Ngự Điện - Tiệc Trăng Máu: 380412,380412
Court Lantern: 380413,Đèn Lồng Ngự Điện - Trái Tim Sấm Sét: 380413,380413
Maple Wood Chandelier: 380414,Đèn Treo Gỗ Phong - Rực Sáng: 380414,380414
Blooming Candle: 380415,"Ngọn Nến Bung Tỏa - ""Trong Trẻo Như Sen"": 380415",380415
Rainbow Lights: 380416,Đèn Cầu Vồng - Nguyên Thần Cát Khánh: 380416,380416
Countless Homes Light Up the Moon: 380417,Vạn Gia Hoa Đăng Chiếu Lãng Nguyệt: 380417,380417
Stoneworks Lamp: 380418,Đèn Nham Xưởng - Nến Vực Sâu: 380418,380418
